,Full.ID,Sample.Type,Upper.Depth,Lower.Depth,Depth,Climo,Site,Horizon,Category,Pit,EEMT,AI,MAP,MAT,Elevation,CIW,pH.CaCl2,pH.DI,Silt.Percent,Sand.Percent,Clay.Percent,Random.Pit,P.Stock.kg.m2.43cm.pit,N.Stock.kg.m2.43cm.pit,P.Stock.Pit.O.A.B.CwGeo,N.Stock.Pit.O.A.B.CwGeo,N.mmol.kgsoil,P.mmol.kgsoil,soil.molar.N.P,soil.N.mg.kg,soil.P.mg.kg,soil.mass.N.P,Olsen_P,Olsen_P.mmol.kg,Olsen.percent.of.total,soil.P.percent,P.Stock.kg.m2,soil.N.percent,N.Stock.kg.m2,soil.C.mg.kg,soil.C.percent,soil.molar.C.N,soil.molar.C.P,MB.N.P,MB.N.P.molar,MB.C.mmol.kg,MB.N.mmol.kg,MB.P.mmol.kg,MBP.percent,MBN.percent,MBC,MBP,MBN,mmolMBP.mmolMBC,mmolMBN.mmolMBC,MB.N.P.MBC,mmolMBP.mmolSOC,mmolMBN.mmolSOC,mmolMBC.mmolSOC,MBC.percent,MB.C.N.molar,MB.C.P.molar,Enzyme.N.P.molar,Enzyme.N.P.mass,NAG.corr,AP.corr,BG.corr,NAG.SOC,AP.SOC,NAG.MBC,AP.MBC,BG.SOC,BG.MBC,Enzyme.C.N.molar,Enzyme.C.P.molar,Root.N.mg.kg,Root.P.mg.kg,Root.N.mmol.kg,Root.P.mmol.kg,Root.N.P.mmol.kg,Root.N.P.mg.kg,Root.C.mg.kg,Root.C.mmol.kg,Root.C.N.mmol.kg,Root.C.P.mmol.kg,NMR.Ortho.Percent,NMR.DNA.Percent,NMR.Pyro.Percent,NMR.Phosphonate.Percent,NMR.Phospholipid.A.B.RNA.Corr.Percent,NMR.Diester.2.Percent,NMR.Mono.A.B.RNA.Corr.Percent,NMR.Die.Region.A.B.RNA.Percent,NMR.Mono.Die.Region.A.B.RNA,NMR.Total.Inorganic.Percent,NMR.Total.Organic.Percent,Ca.Pi.Percent,Ca.Po.Percent,Al.Pi.Percent,Al.Po.Percent,Fe.Pi.Percent,Fe.Po.Percent,Na.Pi.Percent,Na.Po.Percent,XANES.Total.Inorganic.Percent,XANES.Total.Organic.Percent,C.mmol.kgsoil,C.g.kg.Bd.thick.gravel.weighted,P.Stock.kg.m2.43cm.pit.log,N.Stock.kg.m2.43cm.pit.log,P.Stock.Pit.O.A.B.CwGeo.log,N.Stock.Pit.O.A.B.CwGeo.log,N.mmol.kgsoil.log,P.mmol.kgsoil.log,C.mmol.kgsoil.log,soil.molar.N.P.log,soil.molar.C.N.log,soil.molar.C.P.log,soil.N.mg.kg.log,soil.P.mg.kg.log,soil.C.mg.kg.log,soil.mass.N.P.log,Olsen_P.log,Olsen_P.mmol.kg.log,Olsen.percent.of.total.log,soil.P.percent.log,soil.C.percent.log,P.Stock.kg.m2.log,soil.N.percent.log,N.Stock.kg.m2.log,MB.N.P.log,MB.C.N.molar.log,MB.C.P.molar.log,MB.N.P.molar.log,MB.C.mmol.kg.log,MB.N.mmol.kg.log,MB.P.mmol.kg.log,MBP.percent.log,MBN.percent.log,MBC.percent.log,MBC.log,MBP.log,MBN.log,mmolMBP.mmolMBC.log,mmolMBN.mmolMBC.log,MB.N.P.MBC.log,mmolMBP.mmolSOC.log,mmolMBN.mmolSOC.log,mmolMBC.mmolSOC.log,Enzyme.N.P.molar.log,Enzyme.C.N.molar.log,Enzyme.C.P.molar.log,Enzyme.N.P.mass.log,BG.corr.log,NAG.corr.log,AP.corr.log,NAG.SOC.log,AP.SOC.log,BG.SOC.log,NAG.MBC.log,AP.MBC.log,BG.MBC.log,Root.N.mg.kg.log,Root.P.mg.kg.log,Root.C.mg.kg.log,Root.N.mmol.kg.log,Root.P.mmol.kg.log,Root.C.mmol.kg.log,Root.N.P.mmol.kg.log,Root.C.N.mmol.kg.log,Root.C.P.mmol.kg.log,Root.N.P.mg.kg.log
573,PR P4 R1 116-150,Soil,116,150,133,CZO,PR,C,C,S,22.116,1.65,994,9.2,2020,92.17482498,3.84,4.89,28.67,61.69,9.65,C,NA,NA,NA,NA,7.14,8.8,0.811363636,100.0314,272.536,0.367066769,0.004021366,0.000129847,0.001475536,0.0272536,0.1312,0.01000314,0.05,2500,0.25,29.1512605,23.65227273,NA,NA,2.180668939,0.137779025,NA,NA,0.000192983,26.19201463,NA,1.92982947,NA,0.063182,NA,NA,0.000661954,0.010476934,0.002619201,15.8276879,NA,0.113868987,0.051499152,3.72875946,32.74604937,8.094340761,1.79E-05,0.000157327,0.001709915,0.015016516,3.89E-05,0.003711861,2.170786517,0.247185261,5767.902439,718.243902,411.7959576,23.19160161,17.75625351,8.030562352,543611,45260.55933,109.9101594,1951.592654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.14,0.693349047,NA,NA,NA,NA,0.910624405,0.944482672,2.31835555,-0.09078446,1.464657338,1.373872878,2.004456371,2.435423878,3.397940009,-0.43525493,-2.395626398,-3.886567604,-2.831050276,-1.564576122,-0.602059991,-0.882066165,0.004322724,0.021189299,NA,1.199417478,NA,NA,0.338589738,-0.860816893,NA,NA,-3.714481066,-2.581831095,1.418168905,NA,0.285518934,NA,-1.19940663,NA,NA,-3.179172443,-1.979765813,-0.943594544,0.336617115,-0.606977429,-1.288199923,0.908181484,0.571564368,1.515158912,-4.746791182,-3.803196638,-4.410174067,-2.767025369,-1.823430825,-2.430408254,3.761017906,2.856271947,5.735288236,2.614682079,1.365330742,4.655719917,1.249351337,2.041037838,3.290389175,0.904745958
574,PR P4 R1 150-182,Soil,150,182,166,CZO,PR,C,C,S,22.116,1.65,994,9.2,2020,90.89112444,3.76,4.79,32.41,59.24,8.35,C,NA,NA,NA,NA,7.14,12.52,0.57028754,100.0314,387.7444,0.257997936,0.004140338,0.000133689,0.001067801,0.03877444,0.1675,0.01000314,0.04,1500,0.15,17.49159664,9.975239617,0.779257969,1.723005369,1.985636454,0.19662793,0.114119163,0.000353427,0.000275411,23.84947945,3.534270464,2.754108424,0.057472335,0.099025141,1.723005369,0.000913757,0.001574409,0.015899083,0.002384948,10.09869785,17.40011061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6648.888889,460.444444,474.6934602,14.86743442,31.92840451,14.44015445,559171,46556.07084,98.0760738,3131.412557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.89,NA,NA,NA,NA,NA,0.910624405,1.097604329,2.096527666,-0.243906117,1.242829454,0.998923337,2.004456371,2.588545534,3.176091259,-0.588383768,-2.382964203,-3.873905409,-2.971509738,-1.411454466,-0.823908741,-0.775985189,0.004322724,0.017033339,-0.108318748,1.004265378,1.240552009,0.236286631,0.297899737,-0.706354793,-0.942641424,-3.451700219,-3.560018966,-2.622521096,1.377478904,0.548299781,0.439981034,-1.240541161,-1.004254531,0.236286631,-3.03916909,-2.802882459,-1.798627928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.822749075,2.663177237,5.74754464,2.676413249,1.172236032,4.66797632,1.504177217,1.991563072,3.495740289,1.159571839
576,PR P4 R1 182-216+,Soil,182,216,199,CZO,PR,C,Cr,S,22.116,1.65,994,9.2,2020,89.63814576,3.84,5.08,23.3,70.33,6.37,C,NA,NA,NA,NA,7.14,13.02,0.548387097,100.0314,403.2294,0.247985121,NA,NA,NA,0.04032294,0.2049,0.01000314,0.05,2000,0.2,23.32072829,12.78878648,9.283273916,20.52610488,3.028976817,0.13208271,0.006434865,1.99E-05,0.000185004,36.38104055,0.199287763,1.850042892,0.002124435,0.043606379,20.52610488,3.86E-05,0.000793242,0.01819096,0.003638104,22.93299765,470.7251148,0.076506955,0.034601549,1.459203918,19.07282697,2.947886703,8.76E-06,0.000114545,0.000481748,0.006296789,1.77E-05,0.000973229,2.02020202,0.154559505,8160,737.142857,582.5783375,23.80183587,24.47619337,11.06976744,477381,39746.30954,68.22483258,1669.884195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.51,NA,NA,NA,NA,NA,0.910624405,1.114610984,2.221440321,-0.260912772,1.367742109,1.106829337,2.004456371,2.60555219,3.301029996,-0.605574376,NA,NA,NA,-1.39444781,-0.698970004,-0.688458042,0.004322724,0.021189299,0.967701165,1.360460826,2.67276737,1.312306544,0.481295949,-0.87915403,-2.191460573,-4.700519368,-3.732818203,-2.439124884,1.560875116,-0.700519368,0.267181797,-2.672756522,-1.360449979,1.312306544,-4.412900894,-3.10059435,-1.740144371,-1.116299082,0.305394801,-0.810904281,-1.46090446,0.469510788,0.164115987,1.280415069,-5.057324334,-3.941025252,-4.751929533,-3.317179962,-2.200880881,-3.011785161,3.911690159,2.867551662,5.67886513,2.765354332,1.376610456,4.59929681,1.388743876,1.833942479,3.222686354,1.044138497
579,PR P5 O,Organic,3,0,1.5,CZO,PR,O,O,T,22.116,1.65,994,9.2,2020,52.40841567,NA,NA,NA,NA,NA,D,NA,NA,5.31,1.15,992.36,40.08,24.75948104,13902.9636,1241.2776,11.19751555,NA,NA,NA,0.12412776,0.0045,1.39029636,0.05,453590,45.359,38.05612882,942.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11602.10526,1386.766917,828.3253914,44.77774998,18.49859342,8.366297983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37765.38,453.59,NA,NA,0.725094521,0.06069784,2.997106668,1.602927713,4.577093859,1.393741538,1.580424609,2.974166146,4.143138622,3.093868918,5.656663471,1.049121674,NA,NA,NA,-0.906131082,1.656663471,-2.346787486,0.37845175,0.021189299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.064536801,3.142003472,NA,2.918200974,1.651062267,NA,1.267138707,NA,NA,0.922533329
580,PR P5 R1 0-14,Soil,0,14,7,CZO,PR,A,A,T,22.116,1.65,994,9.2,2020,56.15082903,4.81,5.45,21.85,75.49,2.67,D,0.7228,0.3056,NA,NA,78.53,61.99,1.266817229,1100.2053,1919.8303,0.572968918,17.94185723,0.57933023,0.934554332,0.19198303,0.206,0.11002053,0.12,29700,2.97,31.4877117,39.88917567,NA,NA,18.93247118,1.824088017,NA,NA,0.002554945,227.3979113,NA,25.54945363,NA,0.096347064,NA,NA,0.000737682,0.007656506,0.022739791,10.37940269,NA,0.245252997,0.110919766,22.98689066,93.72725701,68.36412636,9.30E-06,3.79E-05,0.001214152,0.004950609,2.76E-05,0.003610946,2.974048442,0.729394293,9215.827338,1507.338129,657.9585011,48.67091149,13.51851611,6.113974801,470500,39173.40372,59.53780314,804.8627509,82.59,2.58,2.21,0,6.240313847,0.345117804,6.03,9.17,0.66,84.8,15.2,19.3,0,59.7,0,21.6,0,0,0,100.6,0,2472.73,20.81684623,-0.140981856,-0.51484665,NA,NA,1.900530982,1.792321636,3.393176698,0.102713961,1.4981411,1.600855062,3.041868293,3.283262842,4.472756449,-0.241868936,1.253867397,-0.237073809,-0.029395445,-0.716737158,0.472756449,-0.68613278,0.045331011,0.049218023,NA,1.016172361,NA,NA,1.277207304,0.26104579,NA,NA,-2.592618383,-1.643213529,2.356786471,NA,1.407381617,NA,-1.016161514,NA,NA,-3.132130907,-2.115969394,-0.610385677,0.473348038,-0.137037639,-0.954991056,1.834828268,1.36148023,1.971865907,-5.031696468,-4.421310791,-4.55834843,-2.915727074,-2.305341397,-2.442379036,3.964534329,3.178210685,5.672559628,2.818198503,1.68726948,4.592991308,1.130929023,1.774792806,2.905721829,0.786323644
581,PR P5 R1 14-34,Soil,14,34,24,CZO,PR,A,A,T,22.116,1.65,994,9.2,2020,56.7027223,4.84,5.51,22.34,75.45,2.21,D,NA,NA,NA,NA,49.98,57.43,0.870276859,700.2198,1778.6071,0.393526951,15.52545697,0.501306328,0.872899752,0.17786071,0.3753,0.07002198,0.15,16300,1.63,27.15266106,23.63033258,NA,NA,7.410064333,0.481260119,NA,NA,0.000674087,89.0022827,NA,6.740866109,NA,0.064946821,NA,NA,0.000354627,0.00546026,0.008900228,15.39759711,NA,0.390631477,0.176669613,29.24069197,74.85493025,7.974734174,2.15E-05,5.52E-05,0.003946078,0.010101792,5.88E-06,0.001076203,0.272727273,0.106535857,7990.5549,1277.638725,570.4809056,41.25407572,13.82847381,6.25415835,503800,41945.93154,73.52731903,1016.770605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.09,NA,NA,NA,NA,NA,1.707399831,1.759138816,3.13260865,-0.060342564,1.433812399,1.373469834,2.845854171,3.250080022,4.212187604,-0.405025519,1.191044392,-0.299896813,-0.05903563,-0.749919978,0.212187604,-0.425621436,0.029392699,0.06069784,NA,1.187452952,NA,NA,0.869821978,-0.317620126,NA,NA,-3.171284299,-2.050598855,1.949401145,NA,0.828715701,NA,-1.187442104,NA,NA,-3.450228776,-2.262786672,-0.408232764,-0.56427143,-0.972504195,-0.752838143,0.901716215,1.465987646,1.87422041,-4.666621004,-4.25838824,-5.230892435,-2.403834333,-1.995601568,-2.968105763,3.90257694,3.106408067,5.702258163,2.756241113,1.615466861,4.622689844,1.140774251,1.866448731,3.007222982,0.796168873
583,PR P5 R1 34-69,Soil,34,69,51.5,CZO,PR,B,B,T,22.116,1.65,994,9.2,2020,59.05126576,4.86,5.6,16.8,80.07,3.13,D,NA,NA,NA,NA,28.56,45.82,0.623308599,400.1256,1419.0454,0.281845855,14.14731809,0.456807171,0.996960216,0.14190454,0.5505,0.04001256,0.16,11300,1.13,32.94117647,20.53251855,NA,NA,1.94046302,NA,0.265384865,0.000821897,NA,23.30690133,8.218969255,NA,0.136763681,NA,NA,0.000282084,NA,0.002062567,0.00233069,NA,7.312065409,0.59204059,0.26776025,27.38158204,46.24950131,56.16377526,2.91E-05,4.92E-05,0.01411085,0.023834261,5.97E-05,0.028943492,2.05115158,1.214364991,6234.342432,1230.074442,445.0971629,39.71825773,11.20636172,5.068264342,438400,36500.7868,82.00633443,918.9926467,92.21,0.9,2.27,0,2.438265897,0.078574639,2.1,3.42,0.62,94.48,5.52,0,0,64.8,0,35.2,0,0,0,100,0,940.8,10.72919682,NA,NA,NA,NA,1.47070443,1.661055085,2.973497309,-0.205296882,1.517739106,1.312442224,2.60328038,3.15199629,4.053078443,-0.549988348,1.150674118,-0.340267087,-0.001322172,-0.84800371,0.053078443,-0.259242677,0.017038584,0.064457989,NA,NA,0.864040068,NA,0.287905371,NA,-0.576123849,-3.085182644,NA,-2.632515462,1.367484538,0.914817356,NA,-0.86402922,NA,NA,-3.549621158,NA,-2.685591938,-0.227648517,0.311997756,0.084349239,-0.572253896,1.749456293,1.437458537,1.665107054,-4.536038772,-4.308390254,-4.224041016,-1.850446834,-1.622798316,-1.538449078,3.794790653,3.089931395,5.641870545,2.648454826,1.59899019,4.562302226,1.049464636,1.9138474,2.963312036,0.704859258
584,PR P5 R1 69-93,Soil,69,93,81,CZO,PR,B,B,T,22.116,1.65,994,9.2,2020,59.87423105,4.83,5.26,18.67,76.59,4.75,D,NA,NA,NA,NA,28.56,27.65,1.032911392,400.1256,856.3205,0.467141606,NA,NA,NA,0.08563205,0.2284,0.04001256,0.11,9900,0.99,28.85994398,29.80976492,NA,NA,3.474425677,NA,NA,NA,NA,41.73132681,NA,NA,NA,NA,NA,NA,NA,0.004215308,0.004173133,NA,NA,0.225567621,0.102016726,13.4139193,59.46739714,14.1183702,1.63E-05,7.21E-05,0.003860759,0.017115749,1.71E-05,0.004063512,1.052516411,0.237413623,5303.060498,781.494662,378.6088442,25.23392515,15.00396161,6.785792349,491300,40905.19287,108.0407748,1621.039637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824.24,NA,NA,NA,NA,NA,1.47070443,1.441695136,2.916053687,0.014063067,1.460295484,1.474358551,2.60328038,2.932636341,3.995635195,-0.330551451,NA,NA,NA,-1.067363659,-0.004364805,-0.6413039,0.017038584,0.045322979,NA,NA,NA,NA,0.540883026,NA,NA,NA,NA,-2.379537807,1.620462193,NA,NA,NA,NA,NA,NA,NA,-2.375170661,-0.646723241,0.022228876,-0.624494365,-0.991328619,1.149784565,1.127555689,1.77427893,-4.788497998,-4.141774757,-4.766269121,-2.413327337,-1.766604096,-2.391098461,3.724526582,2.892926016,5.691346764,2.578190755,1.401984811,4.611778445,1.176205944,2.03358769,3.209793634,0.831600566
585,PR P5 R1 93-158,Soil,93,158,125.5,CZO,PR,C,C,T,22.116,1.65,994,9.2,2020,56.64699092,4.93,5.84,12.18,82.38,5.44,D,NA,NA,NA,NA,7.14,9.18,0.777777778,100.0314,284.3046,0.351642169,1.966312407,0.063490875,0.691621735,0.02843046,0.1839,0.01000314,0.06,1200,0.12,13.9929972,10.88344227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5629.940968,899.362456,401.9462806,29.03979516,13.841223,6.259924384,456200,37982.79867,94.49720151,1307.956839,88.7,0.45,1.26,0,2.791681126,0,6.8,3.24,2.1,89.96,10.04,0,0,69.2,11.6,21.5,0,0,0,90.7,11.6,99.91,0.675213494,NA,NA,NA,NA,0.910624405,0.962842681,1.999608959,-0.109144469,1.145910747,1.036766278,2.004456371,2.453783887,3.079181246,-0.45389905,0.29365252,-1.197288686,-0.160131367,-1.546216113,-0.920818754,-0.735418271,0.004322724,0.025305865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.750503841,2.953934754,5.659155281,2.604168014,1.462993549,4.579586962,1.141174466,1.975418947,3.116593413,0.796569087
582,PR P5 R1 158+,Soil,158,168,163,CZO,PR,C,Cr,T,22.116,1.65,994,9.2,2020,60.41029936,4.42,5.35,14.41,80.39,5.21,D,NA,NA,NA,NA,7.14,7.15,0.998601399,100.0314,221.4355,0.451528424,NA,NA,NA,0.02214355,0.0265,0.01000314,0.01,1300,0.13,15.15826331,15.13706294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4844.412811,627.758007,345.8639659,20.2698743,17.06295564,7.717006804,457300,38074.38367,110.0848525,1878.372955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.23,NA,NA,NA,NA,NA,0.910624405,0.854306042,2.034347658,-0.00060783,1.180649447,1.180041617,2.004456371,2.345247247,3.113943352,-0.345314906,NA,NA,NA,-1.654752753,-0.886056648,-1.576754126,0.004322724,0.004321374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.685241144,2.797792261,5.660201201,2.538905317,1.306851055,4.580632882,1.232054262,2.041727565,3.273781827,0.887448883
593,SH P1 0-6,Soil,0,6,3,CZO,SH,A,A,U,12.865,2.32,1066,4.8,2700,54.04562596,4.66,5.4,21.28,76.09,2.63,E,0.2085,0.2667,0.48,0.47,78.53,16.011,4.904752982,1100.2053,495.86067,2.218238283,6.744046546,0.217760625,1.360068857,0.049586067,0.0306,0.11002053,0.07,22800,2.28,24.17241818,118.5597402,NA,NA,3.902150336,0.210610722,NA,NA,0.000294996,46.86872768,NA,2.949961201,NA,0.05397299,NA,NA,0.000110949,0.002055646,0.004686873,18.52824853,NA,0.523969319,0.23697388,20.56104987,39.2409424,19.07493557,1.08E-05,2.07E-05,0.005269159,0.010056235,1.00E-05,0.004888314,0.927721867,0.486097795,10057.85978,989.225092,718.0749056,31.94139787,22.48101065,10.16741272,427400,35584.93676,49.55602332,1114.069488,91.18,2.78,0.28,0,4.079949722,0.203709894,1.48,7.06,0.21,91.46,8.54,0,0,64.5,0,34.6,0,0,0,99.1,0,1898.26,22.8,-0.680893941,-0.573976984,-0.318758763,-0.327902142,1.900530982,1.204418458,3.278355696,0.69061714,1.383320099,2.073937239,3.041868293,2.695359663,4.357934847,0.346008196,0.828920559,-0.662020646,0.133560896,-1.304640337,0.357934847,-1.514278574,0.045331011,0.029383778,NA,1.267834368,NA,NA,0.591303997,-0.676519523,NA,NA,-3.530183696,-2.329116836,1.670883164,NA,0.469816304,NA,-1.26782352,NA,NA,-3.954875219,-2.687051699,-0.280694142,-0.032582207,-0.313276349,-0.625299521,1.28046308,1.313045286,1.593739429,-4.96531041,-4.684616268,-4.997892617,-2.278258711,-1.997564568,-2.310840917,4.002505577,2.995295124,5.630834518,2.85616975,1.504353918,4.551266198,1.351815831,1.695096449,3.04691228,1.007210453
597,SH P1 6-17,Soil,6,17,11.5,CZO,SH,B,B,U,12.865,2.32,1066,4.8,2700,54.81319125,4.72,5.35,20.27,76.62,3.12,E,NA,NA,NA,NA,49.98,15.3,3.266666667,700.2198,473.841,1.477457892,1.67686383,0.05414478,0.35388745,0.0473841,0.0537,0.07002198,0.08,16200,1.62,26.9859944,88.15424837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298731556,0.135106338,10.16867885,34.03952026,19.0508524,7.54E-06,2.52E-05,NA,NA,1.41E-05,NA,1.873483535,0.559668651,7767.692308,701.826923,554.5697636,22.66150865,24.47188191,11.06781751,375000,31222.16024,56.29978821,1377.761769,80.95,3.22,0.93,0,8.727398779,0.289491345,5.89,12.23,0.48,81.88,18.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.76,9.278010946,NA,NA,NA,NA,1.707399831,1.184691431,3.129934678,0.514104821,1.431138426,1.945243247,2.845854171,2.675632636,4.209515015,0.169515112,0.224497797,-1.266443408,-0.451134839,-1.324367364,0.209515015,-1.270025714,0.029392699,0.033423755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.524718899,0.272649881,-0.252069018,-0.869324278,1.279914412,1.007264532,1.531983431,-5.122670146,-4.597951247,-4.850020265,NA,NA,NA,3.890292014,2.846230024,5.574031268,2.743956187,1.355288819,4.494462948,1.388667368,1.750506761,3.139174129,1.04406199
594,SH P1 17-31,Soil,17,31,24,CZO,SH,B,B,U,12.865,2.32,1066,4.8,2700,56.67773389,4.91,5.42,15.18,81.12,3.7,E,NA,NA,NA,NA,28.56,13.25,2.155471698,400.1256,410.3525,0.975038393,0.645935325,0.020856807,0.157409867,0.04103525,0.0651,0.04001256,0.06,8000,0.8,23.32142857,50.26867925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498069498,0.225260253,7.369337051,14.79580075,44.30579275,1.11E-05,2.22E-05,NA,NA,6.65E-05,NA,6.012181617,2.99448428,4486.682578,528.400955,320.3240291,17.06170342,18.77444597,8.491056906,357600,29773.45201,92.9479193,1745.045689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.06,NA,NA,NA,NA,NA,1.47070443,1.122215878,2.823513353,0.333542325,1.36775515,1.701297475,2.60328038,2.613157084,3.903089987,-0.010978283,-0.189810964,-1.680752169,-0.802968048,-1.386842916,-0.096910013,-1.186419011,0.017038584,0.025305865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.302710054,0.779032091,0.476322037,-0.647315432,1.646460512,0.86742842,1.170138474,-4.956084933,-4.653374879,-4.177052841,NA,NA,NA,3.651925345,2.722963594,5.55339751,2.505589518,1.232022389,4.473829191,1.27356713,1.968239672,3.241806802,0.928961751
595,SH P1 31-54,Soil,31,54,42.5,CZO,SH,B,B,U,12.865,2.32,1066,4.8,2700,57.61312798,4.75,5.52,16.05,78.54,5.42,E,NA,NA,NA,NA,28.56,13.66,2.090775988,400.1256,423.0502,0.945781708,1.208209345,0.039012249,0.285594793,0.04230502,0.113,0.04001256,0.11,7100,0.71,20.69747899,43.27379209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155474894,0.070316119,2.306802464,14.83713803,6.983238588,3.90E-06,2.51E-05,NA,NA,1.18E-05,NA,3.027237354,0.470659407,4148.019802,467.821782,296.145402,15.10564359,19.60495097,8.86666667,411200,34236.13944,115.605845,2266.446923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.12,NA,NA,NA,NA,NA,1.47070443,1.135450699,2.771675654,0.320307504,1.31591745,1.636224954,2.60328038,2.626391905,3.851258349,-0.02420909,0.08214219,-1.408799015,-0.544249714,-1.373608095,-0.148741651,-0.946921557,0.017038584,0.045322979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.80833973,0.481046474,-0.327293257,-1.152945109,0.84405688,0.363010407,1.171350137,-5.408665247,-4.600325517,-4.927618773,NA,NA,NA,3.617840821,2.670080439,5.614053106,2.471504994,1.179139234,4.534484787,1.292365761,2.062979792,3.355345553,0.947760382
596,SH P1 54-93,Soil,54,93,73.5,CZO,SH,C,C,U,12.865,2.32,1066,4.8,2700,60.09437812,4.55,5.44,15,76.3,8.7,E,NA,NA,NA,NA,21.42,11.43,1.874015748,300.0942,353.9871,0.847309702,NA,NA,NA,0.03539871,0.1602,0.03000942,0.14,4300,0.43,16.71381886,31.32195976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5744.124514,540.700389,410.0983468,17.45884369,23.48943344,10.62348878,443400,36917.08227,90.02007093,2114.520465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.01,3.459886735,NA,NA,NA,NA,1.350635608,1.05804623,2.553895158,0.272773236,1.223075691,1.495848927,2.47870239,2.548987436,3.633468456,-0.071957821,NA,NA,NA,-1.451012564,-0.366531544,-0.795337488,0.012841197,0.056904851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.759223845,2.732956682,5.646795689,2.612888019,1.242015477,4.567227369,1.370872542,1.954339351,3.325211893,1.026267163
